Timestamp,Jitter,Latency,Download Bandwidth,Upload Bandwidth,Download Throughput,Upload Throughput,Packet Loss
2022-01-06 17:15:22+00:00,0.041,46.618,30075564,2624863,0.1753570229107122,0.019244948566864702,0.0
2022-01-06 18:01:22+00:00,7.979,39.941,12412257,1050154,0.07845615130277732,0.007437425491117593,0.0
2022-01-06 18:15:25+00:00,0.067,63.955,26716884,2902834,0.18328859048719973,0.02040435791015625,0.0
2022-01-06 19:01:21+00:00,4.356,46.407,20627336,2460404,0.1273833245225673,0.017128126856150602,1.6666666666666667
2022-01-06 19:33:47+00:00,5.409,42.592,27771894,1539155,0.19945823316056105,0.010682159558123374,0.3333333333333333
2022-01-06 20:01:25+00:00,4.189,47.863,24938315,2064429,0.1718276534135168,0.01443893234054367,1.0
2022-01-06 20:34:39+00:00,0.056,31.917,37123420,2535181,0.23376578745667823,0.017892069498697916,0.3333333333333333
2022-01-06 21:01:26+00:00,0.048,31.884,18786733,1455596,0.09848208821614583,0.01039742998612103,1.0
2022-01-06 21:34:55+00:00,4.126,42.466,21398242,2133083,0.11206150716145834,0.015423537345182757,0.0
2022-01-06 22:07:05+00:00,1.387,42.548,28410811,1960972,0.17489290272383165,0.01388341745693843,0.3333333333333333
2022-01-06 22:43:12+00:00,0.217,47.417,28195901,2157106,0.17631482890609387,0.016491844242882015,0.0
2022-01-06 23:07:06+00:00,0.054,47.918,35738963,3059249,0.21172303234138715,0.02271623262871954,0.0
2022-01-06 23:36:36+00:00,0.092,47.868,18888916,2549619,0.1306202131298288,0.018132974511269263,0.0
2022-01-07 00:07:03+00:00,0.43,47.721,38212389,2371556,0.2637741866787797,0.017731356544267253,0.0
2022-01-07 00:50:12+00:00,4.014,39.921,16225255,1506393,0.10750171991167619,0.011265258099639413,0.0
2022-01-07 01:15:50+00:00,0.064,47.91,28518147,1500040,0.19684968442509415,0.011063715613725022,1.0
2022-01-07 01:45:14+00:00,0.067,37.236,20785447,182874,0.15291488576917134,0.0014405628062627142,2.6881720430107525
2022-01-07 02:15:54+00:00,5.32,47.95,20817631,2253281,0.1281837253880736,0.01644267501361714,0.0
2022-01-07 02:53:23+00:00,0.222,47.774,31635061,2293577,0.1804867733896025,0.01353857978441416,0.3333333333333333
2022-01-07 03:17:26+00:00,1.986,44.045,25806469,5169686,0.18311040768153733,0.03608026666595853,0.4672897196261682
2022-01-07 03:46:53+00:00,0.115,47.873,19495521,2097056,0.1381721374576788,0.016160911819883175,0.3333333333333333
2022-01-07 04:17:30+00:00,3.999,42.67,34263950,2269002,0.20719200588450354,0.015738810221354167,0.0
2022-01-07 04:39:18+00:00,2.739,31.923,19548852,1593848,0.14641858892710555,0.011038285338436466,0.0
2022-01-07 05:17:26+00:00,4.086,47.913,17843761,1869276,0.13145464628698844,0.013033051901137217,0.45045045045045046
2022-01-07 05:51:36+00:00,2.666,42.72,26451487,2352853,0.12896763908936962,0.017027408491650603,0.0
2022-01-07 06:17:21+00:00,2.746,31.899,38945674,3552186,0.24509442332201947,0.026923258496054734,0.0
2022-01-07 06:47:54+00:00,0.051,51.931,41510737,1869135,0.2601520967683643,0.014677051318366443,0.0
2022-01-07 07:22:14+00:00,2.706,42.523,37065093,1280943,0.22794443878846923,0.009177971262279897,8.396946564885496
2022-01-07 07:52:39+00:00,0.339,47.601,37552763,2526388,0.2467099642248221,0.0191479715206878,0.0
2022-01-07 08:22:16+00:00,8.088,47.833,15541350,1724698,0.10098478729746335,0.0118606201171875,13.666666666666666
2022-01-07 08:52:37+00:00,3.992,39.985,19653808,1126459,0.12423886383058674,0.008088392736275409,1.0
2022-01-07 09:22:08+00:00,0.14,43.896,38570370,1272600,0.2701092049827495,0.009385169335286585,0.0
2022-01-07 09:55:08+00:00,0.07,55.906,34290759,2191744,0.22354395644086117,0.01640787795768625,0.0
2022-01-07 10:22:08+00:00,0.152,47.91,26089999,1287179,0.19115005664611132,0.010199859100264927,0.0
2022-01-07 10:40:01+00:00,4.045,42.563,22652135,2658392,0.15557063277049732,0.01876644403455988,0.0
2022-01-07 11:22:17+00:00,0.056,55.92,23365900,1552858,0.14686338835433602,0.010950120552980796,0.0
2022-01-07 11:53:13+00:00,1.32,47.927,33923791,1687192,0.23459750764828616,0.011861335496886588,0.37735849056603776
2022-01-07 12:22:08+00:00,0.088,47.928,28396382,3159445,0.18191079448929354,0.023750816604432106,0.0
2022-01-07 12:53:10+00:00,4.071,55.847,29772944,1392917,0.1875876813366168,0.010676612767502834,0.3333333333333333
2022-01-07 13:22:13+00:00,4.022,42.575,15583548,1826310,0.08798511989811321,0.012836617816130593,0.0
2022-01-07 15:56:50+00:00,4.042,47.931,23685196,2320526,0.14348569347771578,0.01574807142254384,0.0
2022-01-07 16:22:12+00:00,4.045,39.927,25001262,3721047,0.16979160373058383,0.026505861199011074,0.0
2022-01-07 16:36:10+00:00,4.648,28.021,23042580,1998828,0.15250484302288342,0.013982368494641371,0.0
2022-01-07 17:22:07+00:00,4.062,31.873,17587104,2386560,0.12543632501031068,0.01787214681201787,0.0
2022-01-07 17:54:04+00:00,2.693,31.917,34262908,2419914,0.2529188536718525,0.0179289804385195,0.0
2022-01-07 18:31:39+00:00,0.07,27.928,24809291,2751894,0.1713359443573162,0.020794519652163612,0.0
2022-01-07 19:05:27+00:00,0.03,47.937,23998025,2809527,0.1654525592092665,0.02051598306159814,0.0
2022-01-07 19:31:47+00:00,4.044,39.864,17925051,1956349,0.12505106913769032,0.014204270869564991,0.0
2022-01-07 20:02:51+00:00,2.01,47.934,33582673,2104067,0.20572318179096552,0.015435022939423977,0.0
2022-01-07 20:31:42+00:00,2.708,42.449,18791796,2249886,0.12230126029138626,0.01710358284495784,0.3333333333333333
2022-01-07 20:49:10+00:00,1.797,46.499,26970848,1930241,0.18552710333435354,0.014542412651909722,0.0
2022-01-07 21:31:48+00:00,10.893,41.701,17245391,1056448,0.11325663973127595,0.00774706591356982,0.0
2022-01-07 22:02:26+00:00,1.406,37.533,22501573,2843073,0.1324152260107746,0.021460750891903236,0.36496350364963503
2022-01-07 22:31:36+00:00,0.057,47.927,32736143,1544679,0.22672698945331238,0.011836965617189405,0.0
2022-01-07 23:03:10+00:00,0.057,42.564,28278545,2054029,0.20449701578541515,0.015513233375233124,0.0
2022-01-08 00:02:30+00:00,5.455,37.222,24226956,3066727,0.14648862434528606,0.021921392481580638,0.0
2022-01-08 00:31:40+00:00,6.086,47.924,21415716,1430931,0.15903692598762695,0.011140136451257259,0.0
2022-01-08 00:45:40+00:00,2.74,42.57,35511514,1087453,0.25457044043395194,0.0075040257369431785,4.854368932038835
2022-01-08 01:31:49+00:00,0.06,53.271,28371010,3570106,0.19147923831509966,0.024353409932752902,0.0
2022-01-08 01:46:23+00:00,2.099,31.874,19641192,2427217,0.12327950186068941,0.01656551866131278,0.3333333333333333
2022-01-08 02:31:48+00:00,4.052,47.915,29893168,1647024,0.1800522611923157,0.01139270843747917,0.0
2022-01-08 03:03:56+00:00,2.052,47.983,36889514,2329707,0.22016163935060026,0.01748236662112408,0.3333333333333333
2022-01-08 04:15:29+00:00,2.165,55.813,30407604,3757034,0.2040983995511182,0.02818271613510976,1.3377926421404682
2022-01-08 04:28:54+00:00,0.113,47.886,25761959,1381224,0.17294250327564817,0.01038886853586773,0.6756756756756757
2022-01-08 05:15:35+00:00,6.106,47.937,35715926,3182343,0.21013553277075978,0.021988672278861227,0.0
2022-01-08 06:10:14+00:00,1.414,42.574,20138408,1307951,0.1294546565303096,0.009136495894932792,0.0
2022-01-08 06:39:14+00:00,0.063,55.902,32339972,2229765,0.22312040780178174,0.0165202513133593,0.0
2022-01-08 07:09:52+00:00,0.052,47.908,41458157,3057030,0.2358422477338283,0.020354206813946604,0.0
2022-01-08 07:39:16+00:00,6.538,47.689,20669303,2335057,0.0940931611615617,0.01743859783867478,0.0
2022-01-08 07:56:48+00:00,4.073,47.933,21458697,2078625,0.1305060803107994,0.015178065277419005,0.3333333333333333
2022-01-08 08:39:22+00:00,0.028,31.94,15606768,2171461,0.09405353365264552,0.014594015781627162,0.0
2022-01-08 09:13:22+00:00,0.122,47.867,36342038,2466789,0.22404509054510535,0.01709075277266064,0.0
2022-01-08 09:39:23+00:00,9.972,39.963,9020962,2776676,0.054248433960928655,0.01928646205710754,0.33222591362126247
2022-01-08 09:54:12+00:00,0.084,47.919,24439216,3053954,0.1686919045227413,0.023182827340508798,0.0
2022-01-08 10:39:23+00:00,1.413,31.86,18265777,1650486,0.12469370583735549,0.011708392222833701,0.0
2022-01-08 10:53:25+00:00,0.045,63.934,13231523,2691078,0.0946964392433363,0.01687421114786057,4.365079365079365
2022-01-08 11:39:23+00:00,0.136,53.163,34970275,1073779,0.2106616363799811,0.007083361378639098,0.0
2022-01-08 12:16:15+00:00,0.053,42.574,18396685,1879364,0.12201128402300598,0.013963838580070565,0.0
2022-01-08 12:39:23+00:00,2.183,47.833,20051099,1498839,0.12318753767270887,0.010761490468583266,0.0
2022-01-08 13:10:10+00:00,0.169,42.513,19433668,2099359,0.11115691780813673,0.016139649413832776,0.0
2022-01-08 13:39:23+00:00,1.75,39.904,22239997,1196871,0.13700509474803257,0.008444342126521847,0.0
2022-01-08 13:54:07+00:00,5.339,42.605,27959696,2497494,0.18527501905830437,0.018836100906374022,0.0
2022-01-08 14:39:22+00:00,8.167,71.805,19173920,2114824,0.12323817037919545,0.015220991819212068,0.0
2022-01-08 15:15:08+00:00,2.441,27.833,19254543,4965350,0.14163901179941002,0.037040479206270606,0.0
2022-01-08 15:48:25+00:00,0.096,31.855,26506112,4293865,0.181673804503211,0.02907707846451543,0.0
2022-01-08 16:27:56+00:00,5.382,53.359,34458347,1528561,0.24083039717055885,0.010883173700376052,0.3333333333333333
2022-01-08 17:10:10+00:00,2.089,39.911,33510751,1606994,0.19802257095205125,0.012118623724000488,0.0
2022-01-08 17:43:20+00:00,0.04,37.249,13332991,2123204,0.08643188395193141,0.015536925686938518,0.6666666666666666
2022-01-08 18:24:08+00:00,0.06,31.837,20591866,3519512,0.1416119981203027,0.024763591606913705,0.0
2022-01-08 19:01:04+00:00,0.05,42.61,24057863,3288140,0.1658097695465982,0.02150750591161292,0.3333333333333333
2022-01-08 19:24:06+00:00,0.088,47.901,33779192,2312613,0.204652644033045,0.017395412560665246,0.0
2022-01-08 19:41:49+00:00,4.104,39.877,15662481,1935342,0.10867439547293163,0.013906047214039898,0.5208333333333334
2022-01-08 20:23:57+00:00,5.367,42.609,15724503,1786675,0.11075368326268681,0.013554703295074532,0.3787878787878788
2022-01-08 21:34:08+00:00,0.066,47.895,28786200,1241414,0.20927844981798333,0.01030304919172022,0.0
2022-01-08 21:48:06+00:00,6.205,47.818,25133336,1711603,0.16568616606493122,0.011785230142164876,0.3333333333333333
2022-01-08 22:23:21+00:00,2.72,42.59,12358189,2199609,0.07627635873332382,0.015658718495001084,0.0
2022-01-08 22:47:54+00:00,1.385,42.597,23765275,2188648,0.17296219755855802,0.0161864267959859,0.0
2022-01-08 23:02:44+00:00,0.043,47.885,15688729,1786390,0.10009000906896315,0.012760543518310352,0.0
2022-01-08 23:47:57+00:00,3.382,26.59,20486834,1912088,0.12569593196018428,0.014566790399059002,0.0
2022-01-09 00:02:11+00:00,0.086,47.88,18409018,4055455,0.1348630475953402,0.02996399671464189,0.0
2022-01-09 00:47:59+00:00,7.02,42.659,19276040,1676486,0.12772262426835895,0.012340755598324598,0.0
2022-01-09 04:48:02+00:00,0.123,47.909,20425784,5840624,0.1406197563163253,0.03533623224739809,0.3333333333333333
2022-01-09 05:04:03+00:00,3.071,35.875,24878737,1457949,0.1637875675809556,0.011101102037799028,0.36231884057971014
2022-01-09 06:12:14+00:00,0.084,37.206,30050959,2681420,0.19783559001469558,0.019163793447066327,0.0
2022-01-09 07:33:07+00:00,0.095,47.894,14511807,2301119,0.10673378948525433,0.01553070365515998,0.0
2022-01-09 08:08:37+00:00,2.174,47.8,19347100,4640347,0.10069406005566679,0.0336751001874818,0.6666666666666666
2022-01-09 09:49:25+00:00,9.298,28.069,29238675,2646655,0.19070409344129663,0.018142217161336845,0.0
2022-01-09 11:20:21+00:00,0.094,55.874,32654122,2898692,0.20508396381715907,0.020940920313437875,0.0
2022-01-09 11:47:18+00:00,2.041,47.946,21919350,2461159,0.12443827972737456,0.018234671271512907,0.0
2022-01-09 12:48:19+00:00,0.106,46.57,30261280,1268607,0.21407796334315066,0.009430704545684702,0.0
2022-01-09 13:04:11+00:00,0.065,47.947,28826326,3747150,0.18352545456426805,0.0282101543858955,0.0
2022-01-09 13:22:19+00:00,2.049,31.88,22525342,5371127,0.14101950117788942,0.03768866344602538,4.666666666666667
2022-01-09 14:41:23+00:00,2.043,47.914,26125426,1515638,0.15391272786458332,0.010636946330162409,0.0
2022-01-09 14:59:04+00:00,7.084,37.275,20322089,2291675,0.1345157630421291,0.01682014490780312,0.0
2022-01-09 15:41:12+00:00,0.04,43.954,19053083,671525,0.13964422002793137,0.004989156204343724,0.5076142131979695
2022-01-09 15:59:20+00:00,0.08,31.914,30597437,2060764,0.2157821776640974,0.014068713334978509,0.0
2022-01-09 16:44:45+00:00,0.175,55.792,38621413,2166706,0.27189915040820195,0.01646341585436138,0.0
2022-01-09 21:02:36+00:00,1.226,42.281,20119589,1681411,0.11116099989619063,0.011338930524623262,0.0
2022-01-09 21:38:08+00:00,0.196,42.398,26808729,2547398,0.1732921731706309,0.01838441996795088,0.0
2022-01-10 00:43:41+00:00,1.371,26.569,20046000,2874767,0.13919442167223003,0.021186913094962432,3.6666666666666665
2022-01-10 01:17:36+00:00,9.945,32.033,35067102,2193938,0.20957898486819368,0.015364444061759824,0.0
2022-01-10 01:43:37+00:00,2.088,47.904,16005159,3688819,0.09969740624062562,0.02764161958537408,2.0
2022-01-10 02:00:37+00:00,3.38,46.476,22233132,2575884,0.1314521368520478,0.019388787953333708,0.0
2022-01-10 02:43:44+00:00,4.086,31.918,35878128,1213171,0.21255589376916284,0.008498594524223434,7.0
2022-01-10 03:16:10+00:00,0.054,47.931,24006825,1438066,0.13761895651468664,0.010061507396077774,0.3333333333333333
2022-01-10 03:43:39+00:00,8.012,40.078,28509195,4337424,0.1828243416828277,0.03244430172510948,0.0
2022-01-10 03:57:34+00:00,2.472,27.849,32782510,2382739,0.23328236044029357,0.01654524085746346,11.333333333333334
2022-01-10 04:43:40+00:00,0.09,37.244,9307812,1565246,0.055772624565393905,0.011435543173590364,0.0
2022-01-10 05:24:37+00:00,0.039,63.911,34668536,2406897,0.2403734083299513,0.01769493639807019,0.0
2022-01-10 05:43:41+00:00,1.417,42.542,19397467,1452026,0.10863897175432444,0.010921803443715558,0.0
2022-01-10 06:16:41+00:00,0.796,54.955,30250670,2123177,0.18793761170470155,0.01610648009702286,0.0
2022-01-10 06:43:44+00:00,0.078,46.552,22074114,3109202,0.145337294032079,0.021321153275050016,1.3333333333333333
2022-01-10 07:27:27+00:00,0.14,46.482,34189125,3325212,0.19194499261852013,0.023284521848618372,0.0
2022-01-10 07:57:35+00:00,0.151,27.889,38135718,1601877,0.2542454053948325,0.012072914896713038,0.0
2022-01-10 08:48:53+00:00,2.019,55.954,29409953,2745690,0.18259112663144456,0.020193313491676208,0.0
2022-01-10 09:00:11+00:00,0.041,47.927,27647190,2980451,0.20002123768856933,0.02149197970393406,0.0
2022-01-10 10:05:11+00:00,0.168,39.794,23237002,1972763,0.15977625601181847,0.014814741829075688,0.0
2022-01-10 10:19:17+00:00,3.846,42.586,20208708,2316139,0.13038023783738753,0.01796513671875,0.0
2022-01-10 11:05:18+00:00,0.088,43.903,34614781,902529,0.22866099336293033,0.006102376074173168,10.37037037037037
2022-01-10 11:46:11+00:00,2.494,39.354,28073329,2735618,0.16145160635124325,0.020337314833707733,0.0
2022-01-11 09:23:24+00:00,0.414,37.122,22617365,4482791,0.1663037791369901,0.02884809846175773,0.46296296296296297
2022-01-11 10:06:38+00:00,4.021,47.934,20855805,1679546,0.14079215793095368,0.01259926906902466,0.0
2022-01-11 10:26:32+00:00,10.099,47.881,28251748,1856875,0.18299554449456792,0.013151517740885417,0.3333333333333333
2022-01-11 10:44:09+00:00,4.967,46.525,25918887,2270975,0.1885075106187908,0.013637260324051496,0.0
2022-01-11 10:51:36+00:00,1.485,47.768,24153828,2856243,0.16971401989967547,0.02163343193117252,0.0
2022-01-11 11:05:08+00:00,0.146,47.863,23791353,3258089,0.15013771511955265,0.024320912325075644,0.3333333333333333
2022-01-11 11:51:38+00:00,3.89,47.993,20995591,1664858,0.14580817824832265,0.012543680940165825,0.0
2022-01-11 12:05:11+00:00,0.104,31.906,29632660,2125319,0.20259941835794318,0.014761956722625747,0.0
2022-01-11 12:51:44+00:00,0.147,47.862,37669452,2278736,0.25247479295642855,0.01608517588417106,1.7543859649122806
2022-01-11 13:09:24+00:00,0.832,38.959,17197130,3356371,0.11690133965301443,0.025089355214701483,0.0
2022-01-11 13:51:39+00:00,7.004,46.175,22278754,2808045,0.1409886237367952,0.0213190625109865,1.6666666666666667
2022-01-11 14:37:11+00:00,0.136,47.907,33673055,4199886,0.21724998668886014,0.031251030154939206,0.0
2022-01-11 15:13:20+00:00,1.938,47.877,38925785,2407266,0.23994597282962524,0.01826012366276323,7.246376811594203
2022-01-11 15:28:00+00:00,0.111,47.926,17981102,3932048,0.12014228515625,0.02734537450986217,0.6666666666666666
2022-01-11 16:13:30+00:00,5.321,45.868,24078659,1699487,0.1625682320809327,0.01243721213950327,1.3761467889908257
2022-01-11 16:28:55+00:00,2.122,31.956,31137596,2904076,0.19826374726299603,0.020951540283496134,0.0
2022-01-11 17:13:20+00:00,0.128,42.594,25711985,1974850,0.18553373008984275,0.015455432579979778,0.0
2022-01-11 17:27:28+00:00,3.1,39.888,34954778,2636991,0.24049671789543503,0.019714264681224766,0.0
2022-01-11 18:13:23+00:00,1.915,31.96,26844317,2116233,0.18116906891863066,0.015609893766369523,0.0
2022-01-11 18:31:27+00:00,0.125,55.843,29211431,1357659,0.19863865756056595,0.009912505997277514,0.0
2022-01-11 19:13:30+00:00,2.401,42.618,17646511,1396229,0.1149387839988426,0.010035351686296955,0.46296296296296297
2022-01-11 19:28:53+00:00,1.642,42.63,40902288,1575208,0.23754108898425014,0.011559967041015626,5.0
2022-01-11 20:13:35+00:00,4.888,46.348,23012385,2463355,0.15254104751541153,0.017761291512045356,0.0
2022-01-11 20:29:07+00:00,3.359,39.956,36323715,2388789,0.22225583545240843,0.01661319754278311,0.0
2022-01-11 21:13:23+00:00,0.084,47.922,23589419,2499799,0.16467414617515094,0.018671870216559618,0.9803921568627451
2022-01-11 21:57:29+00:00,0.074,42.545,28392875,1246011,0.1628146099755085,0.008754792293569952,0.0
2022-01-11 22:13:26+00:00,0.213,43.807,33382191,2014993,0.2325932140481101,0.015108820883075842,0.0
2022-01-11 22:57:08+00:00,1.389,42.613,22198585,1437114,0.12823984308602604,0.010571103978250332,1.0
2022-01-12 00:13:22+00:00,1.439,42.484,36169562,3615111,0.26191701478721885,0.027239797117311094,0.0
2022-01-12 00:48:55+00:00,0.068,47.953,9179807,1994004,0.062425313529528854,0.016377991854549304,0.0
2022-01-12 01:15:56+00:00,0.052,47.911,28285758,3854478,0.19886797777333082,0.025500397487841664,2.0
2022-01-12 01:30:08+00:00,0.156,55.829,42753522,1371842,0.29776756290960554,0.01167156045347981,0.0
2022-01-12 02:15:53+00:00,17.621,55.933,37754359,3300819,0.23826049544340258,0.02462959014546859,0.0
2022-01-12 02:34:26+00:00,4.681,46.628,17752815,2193390,0.11529244392772622,0.016390964128546823,0.0
2022-01-12 03:15:52+00:00,1.404,31.949,24781303,3679496,0.16092316027784836,0.026955628392743358,0.0
2022-01-12 03:51:30+00:00,0.094,42.585,23226608,3518458,0.11947322449572585,0.022927912093704414,0.0
2022-01-12 04:17:14+00:00,3.416,26.567,29483939,3133558,0.16591297071080677,0.02118338491563437,0.0
2022-01-12 05:00:33+00:00,0.038,47.959,39087011,4356890,0.2527777156948019,0.03173617244836347,0.3333333333333333
2022-01-12 09:05:36+00:00,0.06,47.918,35457459,3312302,0.22473949551296463,0.02284621275633136,0.0
2022-01-12 09:27:04+00:00,0.044,53.293,36547231,3901264,0.24604734246595658,0.027924133447304697,0.0
2022-01-12 10:05:36+00:00,0.042,39.929,22872120,2491940,0.1506795271800134,0.015690554019277707,0.0
2022-01-12 10:46:09+00:00,0.074,42.605,24116131,2217483,0.15013501970167523,0.017165832745420058,0.0
2022-01-12 11:05:34+00:00,2.149,39.879,21218171,1785375,0.11250612628993703,0.012124767237620468,0.6666666666666666
2022-01-12 21:00:51+00:00,2.738,26.547,25047098,1416872,0.1442666504134069,0.010817543919327528,0.0
2022-01-13 00:15:43+00:00,0.126,47.854,19149458,1655189,0.12753731605699753,0.012275419223646042,1.4814814814814814
2022-01-13 00:33:07+00:00,16.114,42.557,31662117,1794438,0.2205249811385054,0.013249916152410125,0.0
2022-01-13 00:50:55+00:00,2.081,39.855,33241325,2088415,0.20582323235808142,0.015407084406308055,0.0
2022-01-13 01:33:08+00:00,6.025,31.943,17237755,1513800,0.100871712050819,0.011172595796130952,0.0
2022-01-13 02:36:17+00:00,2.012,43.957,34436823,2602997,0.21991952114134464,0.019789408960018746,0.0
2022-01-13 02:43:21+00:00,25.548,42.554,25624405,3052591,0.17208592251710003,0.023027630806842784,0.0
2022-01-13 03:25:05+00:00,0.101,42.547,40796775,4457060,0.2557560343424479,0.030947639598574356,0.0
2022-01-13 03:59:08+00:00,0.047,47.957,24180270,1330210,0.1693838329401583,0.009242858357676857,1.0
2022-01-13 04:13:32+00:00,1.108,43.859,23155424,2043745,0.15132615673449612,0.015193453304061437,0.0
2022-01-13 04:59:06+00:00,0.071,42.556,23747313,1513775,0.1551981937465125,0.01110259476372006,7.333333333333333
2022-01-13 05:16:23+00:00,8.031,39.945,12322181,2324601,0.08973168754686607,0.016022173923796235,0.0
2022-01-13 05:59:08+00:00,0.067,46.587,34799176,1713351,0.21547613378509142,0.012243970154650934,0.0
2022-01-13 06:16:25+00:00,1.397,42.668,26102517,4695866,0.18846294748607556,0.035261515042624224,0.0
2022-01-13 06:59:06+00:00,0.093,37.23,26994175,4241587,0.18328354613073694,0.030440609084009362,0.0
2022-01-13 07:16:37+00:00,2.115,47.899,25455773,2059078,0.17213959815555685,0.015236261695251042,1.0
2022-01-13 07:59:07+00:00,0.041,26.558,21818755,1308830,0.1417585425945562,0.00890581319732137,0.0
2022-01-13 09:04:28+00:00,0.071,47.892,29975721,1363295,0.18666287669735088,0.009941137578498804,0.0
2022-01-13 09:40:15+00:00,2.586,47.95,33684795,1837777,0.22283021162511704,0.013018711256829747,0.0
2022-01-13 10:18:21+00:00,140.054,47.939,26457159,5055980,0.1902564667913499,0.03825715224253239,0.0
2022-01-13 13:00:03+00:00,0.137,42.508,30324589,2401650,0.22160487797676107,0.017992661208171386,0.0
2022-01-13 13:52:52+00:00,2.703,42.598,25958927,2750540,0.16353071186526974,0.020108427006627776,0.0
2022-01-13 14:18:42+00:00,6.086,47.928,33884435,1278644,0.23303435044434537,0.009406665411429066,3.3333333333333335
2022-01-13 14:55:52+00:00,0.099,39.737,10048034,3360531,0.06431511673591793,0.025395364977780815,0.0
2022-01-13 17:50:23+00:00,3.065,39.932,33354120,1731782,0.23794796704721555,0.012357681635664986,0.0
2022-01-13 18:27:46+00:00,0.03,47.963,24214761,967562,0.16551034535143125,0.006719773290315522,0.0
2022-01-13 18:50:23+00:00,2.77,26.523,30436125,2950375,0.20767732916112885,0.021132296786348398,0.6666666666666666
2022-01-13 19:24:39+00:00,0.159,42.505,11698586,2693419,0.08289571001585613,0.018237286775495232,0.0
2022-01-13 19:51:09+00:00,8.122,39.699,16573269,1399890,0.10649399994977976,0.009718648273222542,0.0
2022-01-13 20:08:41+00:00,0.065,53.239,22463433,1467952,0.14945310630125083,0.01110831630164177,0.0
2022-01-13 20:51:01+00:00,0.133,31.891,22884208,1480874,0.11544921338462931,0.011402229464929635,0.0
2022-01-13 21:55:48+00:00,1.476,42.508,22109815,2499528,0.1611711860883354,0.018016732474134534,0.4854368932038835
2022-01-13 22:08:07+00:00,5.457,42.967,36488617,2052886,0.25503455819836174,0.015121640863059062,0.45871559633027525
2022-01-13 22:26:17+00:00,0.157,46.556,21465311,2722136,0.13805008341254457,0.020210799957360807,0.0
2022-01-13 23:08:10+00:00,0.099,31.916,24047963,1719872,0.1623632226371111,0.011868998535677917,0.9803921568627451
2022-01-14 00:08:13+00:00,0.137,47.823,887804,3729110,0.00866025567554994,0.024011238942912617,0.0
2022-01-14 00:49:21+00:00,0.2,46.455,20431273,2633652,0.13658271906456892,0.01915008053583408,5.666666666666667
2022-01-14 01:32:54+00:00,4.056,47.943,22259386,1652169,0.15031062642365203,0.0112395617758778,9.666666666666666
2022-01-14 02:07:14+00:00,0.047,47.939,26187917,1132979,0.1944540331440587,0.008386390207746881,1.6129032258064515
2022-01-14 02:32:52+00:00,0.065,71.935,27891551,2143408,0.19769217052506968,0.01489419524706562,0.4132231404958678
2022-01-14 02:47:07+00:00,0.119,55.887,20991310,1492428,0.14044786898807224,0.009127908779305343,0.0
2022-01-14 03:32:46+00:00,1.011,46.95,31294938,3177964,0.21082622558821418,0.023585022291470182,2.0
2022-01-14 03:50:09+00:00,0.046,47.962,28320374,2476310,0.1782506198517041,0.018572072327530047,1.0
2022-01-14 04:32:38+00:00,6.811,32.875,19694696,878740,0.1463407321329591,0.006611342140311057,3.401360544217687
2022-01-14 05:07:51+00:00,0.112,55.87,23234118,2058706,0.13397301358879168,0.014729199431901653,2.6666666666666665
2022-01-14 05:39:14+00:00,1.691,46.603,27847944,4699454,0.18938623164039067,0.034153207303038315,0.0
2022-01-14 05:57:26+00:00,2.133,31.827,20723146,1862808,0.13814871303245752,0.013617716471354166,0.0
2022-01-14 06:39:10+00:00,0.038,47.947,29330859,3119591,0.1714996679323305,0.023360041509652024,0.0
2022-01-14 07:14:40+00:00,2.076,31.919,20590832,1427648,0.14336827821504608,0.010788708155647453,0.0
2022-01-14 07:39:14+00:00,5.364,42.605,25652704,2677003,0.12242535961021282,0.018921222885491973,0.0
2022-01-14 08:17:37+00:00,5.109,47.873,23652592,1345092,0.1162822604401847,0.009600842923768227,0.3333333333333333
2022-01-14 09:01:23+00:00,2.079,31.971,29498154,1460827,0.1880975133995124,0.009142061360677084,0.3333333333333333
2022-01-14 09:36:59+00:00,0.059,31.893,22195393,2018941,0.1353576216840995,0.013653200155260087,1.0
2022-01-14 10:01:22+00:00,0.092,37.242,35743411,3105591,0.24311635297999626,0.02187355812844094,0.0
2022-01-14 10:59:20+00:00,0.113,42.53,10845544,2626454,0.0776379267628886,0.019468235092530702,0.0
2022-01-14 11:32:11+00:00,0.07,31.903,24011790,2874326,0.15510487098937858,0.019334175030999916,0.0
2022-01-14 11:49:10+00:00,1.427,42.547,34338824,2417011,0.21735718261393447,0.017059879336026006,0.0
2022-01-14 12:32:12+00:00,1.079,47.931,34395282,1774729,0.1891555460655376,0.01272207694926929,1.6666666666666667
2022-01-14 13:06:59+00:00,0.047,42.581,24860749,2015193,0.12689851352646137,0.014148430613382343,0.0
2022-01-14 13:32:11+00:00,5.16,39.884,18063449,2944382,0.11389864674014911,0.020420399402097614,1.3333333333333333
2022-01-14 14:09:55+00:00,0.088,46.559,31325338,2825575,0.2255628072712951,0.019704342969114535,0.0
2022-01-14 14:34:25+00:00,1.347,26.713,30011967,2972145,0.19674747712674767,0.020858158365885417,0.0
2022-01-14 15:27:08+00:00,1.719,46.578,25781438,1984473,0.16925659911523905,0.014401377058678192,0.0
2022-01-14 15:49:06+00:00,0.107,31.874,33095201,1897950,0.225946302438731,0.012597676595052083,0.3333333333333333
